customerid,customer_name,country,state,gender,dob,interests,pincode,subscription_start_date,subscription_type,plan_type,contract_type,renewal_date,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,ticket_id,complaint_date,escalations,csat_score,complaint_count
0388-KKVUI,Kavita Thapa,India,Odisha,Male,1992-12-09,Web Series,751429,2024-10-20,Paid,basic,Monthly,2027-04-02,,,20.99,1578.0,28,0,,,,,
0389-CSAAI,Kiran Magar,Nepal,Gandaki,Male,1995-06-15,Sports,33721,2024-02-07,Refferal,premium,Annually,2026-12-16,,,17.99,319.0,18,0,,,,,
0390-REFUW,Sneha Chaudhary,India,Telangana,Female,1984-07-03,Sports,500529,2026-05-15,Paid,premium,Annually,2026-09-09,2026-05-01,Switched to competitor,20.99,1111.0,10,1,131.0,2026-04-23,N,3.0,1.0
0391-QSJKL,Kiran Lama,India,Telangana,Male,1998-08-25,"Movies, Sports",500234,2025-09-19,Organic,basic,Annually,2027-05-09,,,17.99,545.0,22,0,,,,,
0392-MEMXV,John Singh,Nepal,Lumbini,Male,1985-07-02,"Movies, Sports",32949,2026-02-15,Organic,basic,Monthly,2026-12-09,2026-05-13,Too expensive,27.99,1060.0,79,1,358.0,2026-05-03,Y,1.0,2.0
0393-PIHVQ,Priya Thapa,India,Assam,Female,1993-12-27,Web Series,781846,2025-01-24,Refferal,basic,Annually,2026-12-29,,,10.99,865.0,1,0,269.0,2025-12-20,N,4.0,1.0
0394-EUEUQ,Sneha Shrestha,Nepal,Koshi,Female,1994-10-13,Sports,56755,2023-12-17,Paid,basic,Annually,2027-02-06,,,23.99,853.0,16,0,270.0,2026-07-11,N,5.0,1.0
0395-SDXUK,Sarah Patel,Nepal,Karnali,Male,1998-12-09,Sports,21252,2024-06-26,Organic,standard,Monthly,2026-07-29,,,14.99,1430.0,14,0,,,,,
0396-DXDHV,Sanjay Karki,Nepal,Koshi,Male,1972-02-15,Web Series,56713,2023-10-18,Paid,premium,Monthly,2027-04-09,,,23.99,800.0,20,0,271.0,2025-11-01,N,3.0,1.0
0397-NVXHH,Amit Sharma,Nepal,Kathmandu,Male,2005-05-22,"Movies, Sports",44676,2024-04-02,Paid,basic,Monthly,2026-10-26,2026-04-09,Content fatigue,23.99,1366.0,99,1,133.0,2026-03-09,Y,2.0,1.0
0398-PTAUD,Rohan Yadav,Nepal,Gandaki,Female,1994-02-26,"Documentaries, Live TV",33789,2024-06-17,Refferal,premium,Monthly,2026-08-05,,,15.99,1192.0,6,0,272.0,2025-10-12,N,4.0,1.0
0399-GPUMD,Sunita Singh,Nepal,Gandaki,Female,1990-01-12,Sports,33776,2023-08-19,Refferal,basic,Monthly,2027-06-06,2026-06-30,Content fatigue,24.99,1310.0,81,1,134.0,2026-06-02,Y,3.0,1.0
0400-NXQHK,Amit Shrestha,India,Kerala,Male,1988-03-22,Sports,695948,2025-11-09,Organic,basic,Monthly,2027-03-15,,,10.99,646.0,7,0,,,,,
0401-LPOHW,Kavita Gurung,India,Assam,Female,2002-10-23,Sports,781283,2025-06-17,Paid,premium,Annually,2026-08-07,,,28.99,175.0,7,0,273.0,2026-04-09,N,4.0,1.0
0402-LRXSI,Rohan Joshi,India,Tamil Nadu,Male,1982-07-23,Sports,600228,2025-08-23,Refferal,basic,Annually,2027-06-05,,,10.99,327.0,20,0,,,,,
0403-RRFWF,Amit Gurung,India,West Bengal,Male,1973-06-19,"Documentaries, Live TV",700196,2025-11-30,Paid,premium,Annually,2027-02-20,2026-04-30,Too expensive,20.99,749.0,82,1,359.0,2026-04-27,Y,1.0,2.0
0404-NDDMS,Pooja Shrestha,Nepal,Bagmati,Male,1994-04-22,Sports,44790,2023-11-13,Paid,premium,Annually,2027-03-14,,,23.99,987.0,15,0,274.0,2026-02-17,N,4.0,1.0
0405-KWPPF,Rahul Singh,Nepal,Madhesh,Female,1979-12-31,"Movies, Sports",44312,2024-11-22,Organic,standard,Annually,2027-02-28,,,15.99,1139.0,12,0,275.0,2025-09-22,N,4.0,1.0
0406-DTBIW,Ravi Shrestha,India,West Bengal,Male,1980-12-03,"Movies, Sports",700820,2025-10-09,Refferal,basic,Monthly,2027-04-13,2026-04-13,Content fatigue,9.99,1256.0,81,1,136.0,2026-04-08,Y,3.0,1.0
0407-GXSGT,Priya Lama,India,Karnataka,Female,1992-02-20,"Movies, Sports",560568,2025-03-25,Paid,basic,Annually,2026-10-30,2026-05-05,Content fatigue,24.99,107.0,18,1,137.0,2026-03-26,N,2.0,1.0
0408-UKOKV,Neha Gupta,Nepal,Sudurpashchim,Female,1972-11-04,Web Series,10943,2026-01-10,Paid,premium,Monthly,2027-01-10,2026-04-21,Content fatigue,18.99,296.0,82,1,360.0,2026-04-14,Y,1.0,2.0
0409-YISFU,Ravi Gupta,Nepal,Lumbini,Male,1980-06-13,"Movies, Sports",32934,2025-03-03,Paid,standard,Monthly,2026-11-23,,,20.99,676.0,5,0,276.0,2025-12-14,N,3.0,1.0
0410-YIUKB,Kiran Singh,India,Tamil Nadu,Male,1991-08-12,"Movies, Sports",600499,2024-09-25,Organic,basic,Monthly,2027-05-01,,,16.99,1280.0,11,0,277.0,2026-02-20,N,5.0,1.0
0411-ZSEDE,Kiran Sharma,India,Bihar,Male,1977-09-13,"Movies, Sports",800930,2026-03-01,Organic,premium,Monthly,2026-11-27,,,14.99,1330.0,14,0,278.0,2026-06-14,N,4.0,1.0
0412-XAOZE,Arjun Shrestha,Nepal,Bagmati,Female,1983-11-05,Sports,44736,2026-03-24,Refferal,standard,Monthly,2026-11-02,,,13.99,246.0,4,0,,,,,
0413-OATVE,Vikram Maharjan,India,Odisha,Male,1973-03-19,Web Series,751278,2025-06-26,Paid,premium,Annually,2026-07-31,,,18.99,591.0,23,0,,,,,
0414-MGGPP,Sarah Chaudhary,India,Karnataka,Female,1976-12-07,"Documentaries, Live TV",560637,2026-04-25,Refferal,standard,Monthly,2026-10-03,,,22.99,208.0,66,0,279.0,2026-05-21,Y,5.0,1.0
0415-QOFUW,Sunita Gupta,Nepal,Koshi,Male,1990-07-06,"Documentaries, Live TV",56763,2024-12-18,Organic,standard,Monthly,2027-02-08,2026-04-29,Content fatigue,16.99,544.0,86,1,361.0,2026-04-23,Y,1.0,2.0
0416-NRXDK,Rahul Karki,Nepal,Kathmandu,Male,1974-09-05,"Documentaries, Live TV",44637,2024-10-06,Paid,basic,Annually,2027-04-22,,,19.99,1525.0,10,0,,,,,
0417-VOBOV,Ravi Yadav,India,Madhya Pradesh,Male,1989-04-02,"Movies, Sports",462753,2023-10-18,Organic,basic,Annually,2027-04-07,,,9.99,713.0,28,0,,,,,
0418-MSZVT,Ruhul Rai,Nepal,Kathmandu,Male,2003-04-19,"Documentaries, Live TV",44612,2024-10-27,Organic,premium,Annually,2027-03-26,,,12.99,1133.0,6,0,280.0,2026-05-07,N,3.0,1.0
0419-AHTPV,Rohan Rai,Nepal,Sudurpashchim,Male,1989-03-08,"Movies, Sports",10947,2026-05-02,Paid,standard,Monthly,2026-09-22,,,11.99,676.0,1,0,,,,,
0420-XBSON,Rohan Adhikari,India,Assam,Female,1987-12-28,Sports,781708,2024-05-26,Organic,premium,Monthly,2026-09-02,,,14.99,1010.0,18,0,,,,,
0421-GYZDT,Aisha Gurung,Nepal,Koshi,Female,1991-10-30,Web Series,56703,2024-06-12,Paid,premium,Annually,2026-08-14,,,17.99,359.0,30,0,281.0,2025-12-05,N,5.0,1.0
0422-UKHIJ,Sneha Shrestha,Nepal,Madhesh,Male,2001-12-04,Sports,44399,2026-05-26,Refferal,premium,Monthly,2026-09-02,,,23.99,816.0,20,0,,,,,
0423-ZFCBE,Pooja Maharjan,India,West Bengal,Male,2001-08-10,Sports,700015,2025-01-16,Paid,basic,Annually,2027-01-04,2026-05-12,Content fatigue,27.99,767.0,15,1,140.0,2026-04-19,N,2.0,1.0
0424-CUDWV,Pooja Patel,Nepal,Karnali,Male,2000-09-04,"Documentaries, Live TV",21216,2026-03-28,Organic,premium,Annually,2026-10-27,2026-06-02,Switched to competitor,22.99,995.0,83,1,362.0,2026-05-26,Y,1.0,2.0
0425-USFUD,Rohan Gurung,India,Assam,Female,1989-12-18,"Movies, Sports",781242,2024-10-14,Refferal,premium,Annually,2027-04-14,2026-05-19,Content fatigue,28.99,833.0,87,1,363.0,2026-05-14,Y,1.0,2.0
0426-VTNEI,Sneha Joshi,Nepal,Koshi,Female,1975-01-26,"Documentaries, Live TV",56778,2026-02-04,Paid,standard,Monthly,2026-12-18,,,21.99,1326.0,17,0,282.0,2026-04-20,N,5.0,1.0
0427-VMCFM,John Singh,India,Assam,Female,1987-06-16,"Movies, Sports",781441,2025-05-13,Organic,basic,Annually,2026-09-11,,,28.99,181.0,4,0,283.0,2025-12-26,N,5.0,1.0
0428-WERRC,Ravi Joshi,Nepal,Madhesh,Female,1986-06-22,"Documentaries, Live TV",44395,2026-04-24,Organic,premium,Monthly,2026-10-02,,,17.99,566.0,27,0,,,,,
0429-GZGIL,Rohan Joshi,Nepal,Gandaki,Female,2000-06-05,"Documentaries, Live TV",33768,2024-08-29,Organic,premium,Annually,2027-05-24,,,12.99,707.0,30,0,284.0,2026-01-03,N,3.0,1.0
0430-IVUIV,Vikram Shah,Nepal,Kathmandu,Female,1998-06-06,Sports,44641,2026-02-22,Refferal,basic,Annually,2026-12-04,2026-06-24,Content fatigue,14.99,173.0,95,1,364.0,2026-06-19,Y,1.0,2.0
0431-GXPQK,John Kumar,India,Madhya Pradesh,Female,1976-06-02,"Movies, Sports",462589,2026-03-27,Organic,standard,Annually,2026-10-28,2026-06-21,Too expensive,11.99,1107.0,78,1,144.0,2026-06-14,Y,1.0,1.0
0432-EUHYN,Pooja Shah,Nepal,Madhesh,Female,1993-06-26,Web Series,44335,2023-11-25,Paid,premium,Annually,2027-02-28,2026-06-18,Too expensive,22.99,1449.0,87,1,365.0,2026-06-17,Y,1.0,2.0
0433-YRJWT,Arjun Maharjan,India,Tamil Nadu,Male,1984-03-28,"Documentaries, Live TV",600046,2025-10-16,Refferal,premium,Monthly,2027-04-06,2026-05-20,Switched to competitor,20.99,172.0,72,1,146.0,2026-05-04,Y,2.0,1.0
0434-IRKIE,Sarah Smith,India,Maharashtra,Male,1993-04-21,Web Series,400209,2024-03-12,Paid,premium,Monthly,2026-11-16,2026-04-08,Too expensive,20.99,1536.0,74,1,366.0,2026-04-06,Y,1.0,2.0
0435-CRVKY,Sarah Tamang,Nepal,Koshi,Female,2000-09-18,Web Series,56709,2025-04-27,Organic,basic,Monthly,2026-10-01,,,13.99,790.0,24,0,285.0,2026-06-15,N,3.0,1.0
0436-OTTDI,Sarah Thapa,Nepal,Gandaki,Female,1998-12-21,Web Series,33773,2024-07-08,Refferal,premium,Annually,2026-07-17,,,15.99,1399.0,11,0,,,,,
0437-KHPKX,Sunita Patel,India,Rajasthan,Male,1974-02-06,Sports,302610,2023-08-11,Paid,standard,Monthly,2027-06-14,,,19.99,1458.0,12,0,,,,,
0438-OZPIM,Anjali Chaudhary,India,Karnataka,Male,1992-10-12,Web Series,560923,2023-12-19,Paid,basic,Annually,2027-02-08,,,19.99,435.0,17,0,,,,,
0439-KOTFC,Amit Karki,Nepal,Karnali,Female,1974-12-07,Web Series,21263,2024-09-23,Organic,basic,Monthly,2027-04-29,,,15.99,1506.0,14,0,,,,,
0440-UYYDN,Ravi Maharjan,Nepal,Gandaki,Male,1977-04-13,"Documentaries, Live TV",33734,2025-09-26,Organic,premium,Annually,2027-04-30,,,10.99,189.0,19,0,,,,,
0441-RFFYT,John Magar,Nepal,Kathmandu,Male,1982-07-25,"Movies, Sports",44634,2025-10-31,Organic,premium,Annually,2027-03-22,,,24.99,199.0,26,0,286.0,2026-03-28,N,3.0,1.0
0442-ETGQG,Amit Singh,India,Gujarat,Female,1985-09-29,Sports,395506,2025-09-26,Paid,standard,Annually,2027-04-30,,,14.99,457.0,6,0,,,,,
0443-ZQBDX,Priya Sharma,India,West Bengal,Female,1992-06-30,"Movies, Sports",700642,2025-10-05,Organic,premium,Annually,2027-04-23,,,21.99,929.0,14,0,,,,,
0444-AJNZM,Ruhul Smith,Nepal,Koshi,Female,1987-02-19,"Movies, Sports",56725,2025-06-16,Paid,premium,Monthly,2026-08-12,2026-06-23,Switched to competitor,12.99,412.0,20,1,148.0,2026-06-19,N,2.0,1.0
0445-OPZPD,Sneha Tamang,Nepal,Madhesh,Female,2000-06-29,Web Series,44396,2026-03-30,Organic,standard,Monthly,2026-10-25,,,9.99,1142.0,20,0,,,,,
0446-GVRMD,Anjali Yadav,Nepal,Madhesh,Female,1987-08-05,Sports,44318,2023-09-10,Paid,basic,Annually,2027-05-19,,,13.99,951.0,14,0,287.0,2026-03-23,N,4.0,1.0
0447-CISRL,Sanjay Adhikari,Nepal,Lumbini,Male,1995-05-16,"Movies, Sports",32964,2025-10-04,Organic,standard,Monthly,2027-04-22,2026-06-23,Content fatigue,10.99,274.0,100,1,367.0,2026-06-14,Y,1.0,2.0
0448-FWOML,Amit Rai,India,Punjab,Male,2005-04-26,Sports,144368,2024-02-03,Paid,basic,Monthly,2026-12-18,2026-06-28,Too expensive,10.99,1078.0,24,1,150.0,2026-05-13,N,2.0,1.0
0449-DNPET,Kavita Gurung,India,West Bengal,Male,1987-10-17,Sports,700748,2026-06-02,Paid,basic,Annually,2026-08-26,,,23.99,383.0,28,0,,,,,
0450-PNGAX,Ravi Adhikari,Nepal,Lumbini,Female,2005-12-12,"Movies, Sports",32948,2023-09-05,Paid,basic,Annually,2027-05-18,,,15.99,1211.0,2,0,,,,,
0451-WLFNE,Rahul Singh,India,Odisha,Male,1988-09-04,Web Series,751438,2024-10-31,Paid,basic,Monthly,2027-03-26,,,13.99,990.0,20,0,,,,,
0452-PRNNX,Sunita Chaudhary,India,Karnataka,Male,1999-12-11,Sports,560668,2024-10-02,Refferal,standard,Annually,2027-04-26,,,9.99,223.0,13,0,,,,,
0453-UMUPY,Kavita Magar,India,Gujarat,Male,1988-06-16,Sports,395892,2023-08-14,Organic,basic,Monthly,2027-06-13,2026-06-11,Too expensive,16.99,628.0,80,1,151.0,2026-06-07,Y,2.0,1.0
0454-DRRND,Neha Thapa,Nepal,Koshi,Male,1997-10-25,Web Series,56796,2026-06-27,Paid,premium,Annually,2026-08-01,,,13.99,1535.0,30,0,288.0,2026-07-01,N,5.0,1.0
0455-PMNIS,Priya Gupta,India,Uttar Pradesh,Male,1978-10-14,Web Series,226333,2023-12-24,Organic,premium,Annually,2027-02-01,2026-06-18,Too expensive,9.99,1015.0,83,1,152.0,2026-04-26,Y,2.0,1.0
0456-EZVHC,Sneha Sharma,India,Assam,Male,1998-07-18,"Documentaries, Live TV",781492,2026-06-05,Paid,basic,Annually,2026-08-23,2026-05-23,Switched to competitor,13.99,377.0,93,1,153.0,2026-04-16,Y,3.0,1.0
0457-NSIEY,Anjali Magar,India,Kerala,Male,1992-08-08,Sports,695699,2024-01-03,Paid,standard,Monthly,2027-01-24,2026-04-09,Too expensive,14.99,1366.0,72,1,368.0,2026-04-05,Y,1.0,2.0
0458-MSGSW,John Yadav,India,Tamil Nadu,Female,1976-02-16,Web Series,600072,2025-12-28,Paid,basic,Annually,2027-01-29,,,21.99,733.0,7,0,289.0,2026-05-10,N,3.0,1.0
0459-PQBGX,Aisha Shah,Nepal,Sudurpashchim,Male,1971-12-03,Web Series,10917,2024-11-20,Organic,basic,Annually,2027-03-08,,,21.99,1031.0,15,0,,,,,
0460-AGPZL,Neha Magar,Nepal,Madhesh,Female,1977-06-07,"Movies, Sports",44316,2026-02-01,Paid,premium,Monthly,2026-12-19,,,14.99,1012.0,1,0,,,,,
0461-LSXEE,Kiran Thapa,India,Punjab,Female,1989-04-12,"Documentaries, Live TV",144890,2023-10-15,Paid,standard,Monthly,2027-04-08,,,19.99,1224.0,23,0,,,,,
0462-ONROX,Gaurav Gurung,India,Tamil Nadu,Male,1988-05-13,"Movies, Sports",600899,2023-12-16,Paid,standard,Monthly,2027-02-11,,,25.99,822.0,5,0,,,,,
0463-MGIKO,Ruhul Singh,India,Maharashtra,Male,1991-04-20,"Documentaries, Live TV",400279,2025-06-12,Paid,basic,Monthly,2026-08-16,,,20.99,1456.0,3,0,,,,,
0464-ZPRKL,Rahul Tamang,India,Delhi,Female,1987-06-18,Web Series,110275,2025-11-11,Refferal,basic,Annually,2027-03-13,2026-05-16,Too expensive,25.99,1001.0,90,1,369.0,2026-05-15,Y,1.0,2.0
0465-GSHVT,Sarah Chaudhary,Nepal,Bagmati,Female,1998-06-16,"Documentaries, Live TV",44728,2025-12-01,Paid,basic,Annually,2027-02-25,,,14.99,1255.0,17,0,,,,,
0466-BRIFQ,Aisha Sharma,Nepal,Sudurpashchim,Male,1976-04-03,"Documentaries, Live TV",10993,2025-05-23,Paid,basic,Annually,2026-08-30,,,26.99,1157.0,24,0,,,,,
0467-YIYBL,Rahul Gupta,India,Gujarat,Female,1996-01-14,"Movies, Sports",395093,2025-06-09,Organic,standard,Monthly,2026-08-17,,,21.99,1048.0,18,0,,,,,
0468-NIYQD,Vikram Smith,India,Bihar,Female,1994-02-16,"Documentaries, Live TV",800328,2025-01-03,Refferal,basic,Annually,2027-01-21,,,24.99,1163.0,4,0,,,,,
0469-RAGPJ,Priya Shrestha,India,Uttar Pradesh,Female,1977-07-05,Sports,226552,2023-11-10,Paid,standard,Monthly,2027-03-15,,,14.99,356.0,21,0,,,,,
0470-HUREJ,Pooja Rai,India,Assam,Male,1985-09-13,"Movies, Sports",781284,2026-02-15,Organic,standard,Monthly,2026-12-09,2026-06-22,Switched to competitor,21.99,328.0,93,1,156.0,2026-06-17,Y,2.0,1.0
0471-PXQIS,Neha Shrestha,Nepal,Bagmati,Female,1999-05-31,"Documentaries, Live TV",44763,2025-05-29,Organic,standard,Monthly,2026-08-26,,,26.99,632.0,22,0,290.0,2026-01-29,N,3.0,1.0
0472-DEAKA,Amit Lama,India,Delhi,Male,1981-02-10,Sports,110453,2026-05-11,Organic,basic,Annually,2026-09-17,,,20.99,929.0,22,0,291.0,2025-10-03,N,5.0,1.0
0473-IRNQG,Aisha Lama,India,Madhya Pradesh,Female,1990-06-15,Sports,462942,2023-07-18,Refferal,premium,Monthly,2027-07-12,,,17.99,1548.0,25,0,292.0,2026-04-28,N,4.0,1.0
0474-SJFKA,Pooja Singh,India,Bihar,Male,1988-08-14,"Movies, Sports",800906,2024-08-23,Refferal,standard,Monthly,2027-05-30,,,21.99,1450.0,28,0,,,,,
0475-TFSCV,John Kumar,Nepal,Bagmati,Female,1979-11-21,"Documentaries, Live TV",44764,2024-06-27,Paid,standard,Annually,2026-08-01,,,12.99,1549.0,23,0,293.0,2025-11-20,N,3.0,1.0
0476-UMBFX,Rahul Gurung,Nepal,Gandaki,Male,1980-04-25,Web Series,33780,2024-09-06,Paid,premium,Monthly,2027-05-22,,,21.99,324.0,26,0,,,,,
0477-PYCKM,Kiran Smith,India,Tamil Nadu,Male,2005-04-09,"Documentaries, Live TV",600477,2026-05-29,Organic,basic,Monthly,2026-08-26,,,26.99,480.0,13,0,294.0,2026-02-18,N,5.0,1.0
0478-NCSTR,Sunita Chaudhary,Nepal,Bagmati,Female,1998-06-28,"Movies, Sports",44732,2026-01-07,Organic,basic,Annually,2027-01-13,,,21.99,355.0,10,0,295.0,2026-02-15,N,3.0,1.0
0479-OQYCU,Sanjay Tamang,Nepal,Sudurpashchim,Male,1994-03-23,Web Series,10951,2026-06-30,Paid,standard,Monthly,2026-07-27,,,18.99,1566.0,10,0,,,,,
0480-PKUSE,Anjali Shrestha,India,Kerala,Female,2000-12-07,"Movies, Sports",695830,2025-01-30,Organic,premium,Annually,2026-12-21,2026-04-26,Too expensive,11.99,563.0,88,1,370.0,2026-04-20,Y,1.0,2.0
0481-XOGTV,Sneha Thapa,Nepal,Koshi,Female,1978-03-05,"Movies, Sports",56713,2024-05-09,Organic,basic,Annually,2026-09-19,,,21.99,547.0,6,0,,,,,
0482-ZBPPN,Sneha Singh,Nepal,Gandaki,Male,2000-10-17,"Documentaries, Live TV",33786,2026-06-10,Paid,premium,Monthly,2026-08-18,,,19.99,352.0,13,0,296.0,2026-04-02,N,3.0,1.0
0483-SUTQE,Sarah Karki,India,Assam,Female,1999-04-20,"Movies, Sports",781689,2025-12-11,Organic,basic,Annually,2027-02-13,2026-06-11,Too expensive,23.99,1531.0,83,1,158.0,2026-05-31,Y,1.0,1.0
0484-JRYST,Neha Adhikari,Nepal,Madhesh,Female,1996-09-23,"Movies, Sports",44302,2025-11-29,Organic,standard,Annually,2027-02-27,,,23.99,293.0,4,0,297.0,2026-04-30,N,4.0,1.0
0485-QJAAR,Ravi Gupta,India,Rajasthan,Female,1987-11-28,"Documentaries, Live TV",302378,2026-06-01,Refferal,basic,Monthly,2026-08-25,,,21.99,1440.0,29,0,,,,,
0486-IRLSJ,Gaurav Smith,India,Tamil Nadu,Male,1976-10-28,"Movies, Sports",600568,2026-03-14,Organic,premium,Monthly,2026-11-14,,,18.99,412.0,63,0,298.0,2026-02-02,Y,3.0,1.0
0487-HNLPA,Aisha Yadav,India,Telangana,Female,1989-06-15,"Documentaries, Live TV",500826,2024-11-19,Paid,basic,Annually,2027-03-09,2026-04-20,Too expensive,19.99,239.0,82,1,159.0,2026-03-04,Y,1.0,1.0
0488-GNKIT,Rahul Rai,Nepal,Koshi,Female,1993-04-27,"Movies, Sports",56757,2024-11-25,Refferal,premium,Monthly,2027-03-03,,,28.99,1074.0,4,0,299.0,2025-10-03,N,3.0,1.0
0489-ARDYM,Sanjay Chaudhary,India,Uttar Pradesh,Female,1976-11-08,Web Series,226611,2024-01-23,Refferal,premium,Monthly,2026-12-29,2026-07-07,Switched to competitor,10.99,368.0,79,1,160.0,2026-05-26,Y,1.0,1.0
0490-ZJITI,John Singh,India,West Bengal,Female,1989-05-10,Web Series,700404,2026-04-07,Organic,basic,Annually,2026-10-15,2026-05-08,Too expensive,23.99,667.0,27,1,161.0,2026-03-18,N,1.0,1.0
0491-SPWRL,Ravi Kumar,India,Gujarat,Male,1971-07-28,Web Series,395161,2025-10-26,Refferal,premium,Monthly,2027-03-29,,,26.99,1510.0,1,0,,,,,
0492-QLEIO,Ruhul Joshi,India,Telangana,Female,1993-12-31,"Movies, Sports",500050,2024-02-16,Organic,basic,Monthly,2026-12-09,,,26.99,344.0,19,0,300.0,2026-07-12,N,5.0,1.0
0493-HSSOJ,Amit Yadav,India,Assam,Female,1973-02-15,Web Series,781561,2024-04-15,Organic,standard,Monthly,2026-10-07,,,10.99,1492.0,26,0,,,,,
0494-OBVJN,Kavita Shah,Nepal,Sudurpashchim,Female,1986-08-16,"Movies, Sports",10912,2026-01-01,Paid,basic,Annually,2027-01-25,,,25.99,739.0,3,0,,,,,
0495-SOUKN,Sunita Yadav,India,Maharashtra,Female,1981-02-23,Sports,400993,2025-10-25,Organic,premium,Monthly,2027-03-28,,,20.99,946.0,24,0,,,,,
0496-CZLJT,Sunita Smith,India,Odisha,Female,1989-02-19,"Movies, Sports",751071,2023-11-14,Paid,premium,Annually,2027-03-15,,,23.99,203.0,9,0,,,,,
0497-LLFIP,Vikram Singh,India,Punjab,Female,1975-09-20,"Movies, Sports",144228,2025-10-15,Organic,basic,Annually,2027-04-11,2026-04-20,Switched to competitor,9.99,359.0,80,1,162.0,2026-04-15,Y,3.0,2.0
0498-QDOFC,Anjali Karki,India,Madhya Pradesh,Male,1973-05-12,Sports,462315,2024-09-18,Organic,standard,Monthly,2027-05-06,2026-07-11,Too expensive,28.99,936.0,74,1,163.0,2026-06-21,Y,3.0,1.0
0499-MWYTQ,Ravi Singh,India,Assam,Male,1988-04-15,"Movies, Sports",781299,2025-08-06,Refferal,standard,Annually,2027-06-16,,,27.99,1125.0,17,0,301.0,2025-10-16,N,5.0,1.0
0500-NOYFI,Anjali Yadav,India,Delhi,Male,1985-07-11,"Movies, Sports",110043,2024-02-12,Refferal,standard,Annually,2026-12-09,2026-06-17,Content fatigue,18.99,309.0,93,1,372.0,2026-06-12,Y,1.0,2.0
